0
1,s0 -> s0
2,s1 -> s0
3,s2 -> s0
4,s3 -> s0
5,s4 -> s0
6,s0 -> s1
7,s1 -> s1
8,s2 -> s1
9,s3 -> s1
10,s4 -> s1
11,s0 -> s2
12,s1 -> s2
13,s2 -> s2
14,s3 -> s2
15,s4 -> s2
16,s0 -> s3
17,s1 -> s3
18,s2 -> s3
19,s3 -> s3
20,s4 -> s3
21,s0 -> s4
22,s1 -> s4
23,s2 -> s4
24,s3 -> s4
25,s4 -> s4
7282,s1 -> s1,s0 -> s3,s0 -> s2
7283,s2 -> s1,s0 -> s3,s0 -> s2
7284,s3 -> s1,s0 -> s3,s0 -> s2
7285,s4 -> s1,s0 -> s3,s0 -> s2
7286,s0 -> s2,s0 -> s3,s0 -> s2
7287,s1 -> s2,s0 -> s3,s0 -> s2
7288,s2 -> s2,s0 -> s3,s0 -> s2
7289,s3 -> s2,s0 -> s3,s0 -> s2
7290,s4 -> s2,s0 -> s3,s0 -> s2
7291,s0 -> s3,s0 -> s3,s0 -> s2
7292,s1 -> s3,s0 -> s3,s0 -> s2
7293,s2 -> s3,s0 -> s3,s0 -> s2
7294,s3 -> s3,s0 -> s3,s0 -> s2
7295,s4 -> s3,s0 -> s3,s0 -> s2
7296,s0 -> s4,s0 -> s3,s0 -> s2
7297,s1 -> s4,s0 -> s3,s0 -> s2
7298,s2 -> s4,s0 -> s3,s0 -> s2
7299,s3 -> s4,s0 -> s3,s0 -> s2
7300,s4 -> s4,s0 -> s3,s0 -> s2
7301,s0 -> s0,s1 -> s3,s0 -> s2
7302,s1 -> s0,s1 -> s3,s0 -> s2
7303,s2 -> s0,s1 -> s3,s0 -> s2
7304,s3 -> s0,s1 -> s3,s0 -> s2
7305,s4 -> s0,s1 -> s3,s0 -> s2
7306,s0 -> s1,s1 -> s3,s0 -> s2
7307,s1 -> s1,s1 -> s3,s0 -> s2
7308,s2 -> s1,s1 -> s3,s0 -> s2
7309,s3 -> s1,s1 -> s3,s0 -> s2
7310,s4 -> s1,s1 -> s3,s0 -> s2
7311,s0 -> s2,s1 -> s3,s0 -> s2
7312,s1 -> s2,s1 -> s3,s0 -> s2
7313,s2 -> s2,s1 -> s3,s0 -> s2
7314,s3 -> s2,s1 -> s3,s0 -> s2
7315,s4 -> s2,s1 -> s3,s0 -> s2
7316,s0 -> s3,s1 -> s3,s0 -> s2
7317,s1 -> s3,s1 -> s3,s0 -> s2
7318,s2 -> s3,s1 -> s3,s0 -> s2
7319,s3 -> s3,s1 -> s3,s0 -> s2
7320,s4 -> s3,s1 -> s3,s0 -> s2
7321,s0 -> s4,s1 -> s3,s0 -> s2
7322,s1 -> s4,s1 -> s3,s0 -> s2
7323,s2 -> s4,s1 -> s3,s0 -> s2
7324,s3 -> s4,s1 -> s3,s0 -> s2
7325,s4 -> s4,s1 -> s3,s0 -> s2
7326,s0 -> s0,s2 -> s3,s0 -> s2
7327,s1 -> s0,s2 -> s3,s0 -> s2
7328,s2 -> s0,s2 -> s3,s0 -> s2
7329,s3 -> s0,s2 -> s3,s0 -> s2
7330,s4 -> s0,s2 -> s3,s0 -> s2
7331,s0 -> s1,s2 -> s3,s0 -> s2
7332,s1 -> s1,s2 -> s3,s0 -> s2
7333,s2 -> s1,s2 -> s3,s0 -> s2
7334,s3 -> s1,s2 -> s3,s0 -> s2
7335,s4 -> s1,s2 -> s3,s0 -> s2
7336,s0 -> s2,s2 -> s3,s0 -> s2
7337,s1 -> s2,s2 -> s3,s0 -> s2
7338,s2 -> s2,s2 -> s3,s0 -> s2
7339,s3 -> s2,s2 -> s3,s0 -> s2
7340,s4 -> s2,s2 -> s3,s0 -> s2
7341,s0 -> s3,s2 -> s3,s0 -> s2
7342,s1 -> s3,s2 -> s3,s0 -> s2
7343,s2 -> s3,s2 -> s3,s0 -> s2
7344,s3 -> s3,s2 -> s3,s0 -> s2
7345,s4 -> s3,s2 -> s3,s0 -> s2
7346,s0 -> s4,s2 -> s3,s0 -> s2
7347,s1 -> s4,s2 -> s3,s0 -> s2
7348,s2 -> s4,s2 -> s3,s0 -> s2
7349,s3 -> s4,s2 -> s3,s0 -> s2
7350,s4 -> s4,s2 -> s3,s0 -> s2
7351,s0 -> s0,s3 -> s3,s0 -> s2
7352,s1 -> s0,s3 -> s3,s0 -> s2
7353,s2 -> s0,s3 -> s3,s0 -> s2
7354,s3 -> s0,s3 -> s3,s0 -> s2
7355,s4 -> s0,s3 -> s3,s0 -> s2
7356,s0 -> s1,s3 -> s3,s0 -> s2
7357,s1 -> s1,s3 -> s3,s0 -> s2
7358,s2 -> s1,s3 -> s3,s0 -> s2
7359,s3 -> s1,s3 -> s3,s0 -> s2
7360,s4 -> s1,s3 -> s3,s0 -> s2
7361,s0 -> s2,s3 -> s3,s0 -> s2
7362,s1 -> s2,s3 -> s3,s0 -> s2
7363,s2 -> s2,s3 -> s3,s0 -> s2
7364,s3 -> s2,s3 -> s3,s0 -> s2
7365,s4 -> s2,s3 -> s3,s0 -> s2
7366,s0 -> s3,s3 -> s3,s0 -> s2
7367,s1 -> s3,s3 -> s3,s0 -> s2
7368,s2 -> s3,s3 -> s3,s0 -> s2
7369,s3 -> s3,s3 -> s3,s0 -> s2
7370,s4 -> s3,s3 -> s3,s0 -> s2
7371,s0 -> s4,s3 -> s3,s0 -> s2
7372,s1 -> s4,s3 -> s3,s0 -> s2
7373,s2 -> s4,s3 -> s3,s0 -> s2
7374,s3 -> s4,s3 -> s3,s0 -> s2
7375,s4 -> s4,s3 -> s3,s0 -> s2
7376,s0 -> s0,s4 -> s3,s0 -> s2
7377,s1 -> s0,s4 -> s3,s0 -> s2
7378,s2 -> s0,s4 -> s3,s0 -> s2
7379,s3 -> s0,s4 -> s3,s0 -> s2
7380,s4 -> s0,s4 -> s3,s0 -> s2
7381,s0 -> s1,s4 -> s3,s0 -> s2
7382,s1 -> s1,s4 -> s3,s0 -> s2
7383,s2 -> s1,s4 -> s3,s0 -> s2
7384,s3 -> s1,s4 -> s3,s0 -> s2
7385,s4 -> s1,s4 -> s3,s0 -> s2
7386,s0 -> s2,s4 -> s3,s0 -> s2
7387,s1 -> s2,s4 -> s3,s0 -> s2
7388,s2 -> s2,s4 -> s3,s0 -> s2
7389,s3 -> s2,s4 -> s3,s0 -> s2
7390,s4 -> s2,s4 -> s3,s0 -> s2
7391,s0 -> s3,s4 -> s3,s0 -> s2
7392,s1 -> s3,s4 -> s3,s0 -> s2
7393,s2 -> s3,s4 -> s3,s0 -> s2
7394,s3 -> s3,s4 -> s3,s0 -> s2
7395,s4 -> s3,s4 -> s3,s0 -> s2
7396,s0 -> s4,s4 -> s3,s0 -> s2
7397,s1 -> s4,s4 -> s3,s0 -> s2
7398,s2 -> s4,s4 -> s3,s0 -> s2
7399,s3 -> s4,s4 -> s3,s0 -> s2
7400,s4 -> s4,s4 -> s3,s0 -> s2
7401,s0 -> s0,s0 -> s4,s0 -> s2
7402,s1 -> s0,s0 -> s4,s0 -> s2
7403,s2 -> s0,s0 -> s4,s0 -> s2
7404,s3 -> s0,s0 -> s4,s0 -> s2
7405,s4 -> s0,s0 -> s4,s0 -> s2
7406,s0 -> s1,s0 -> s4,s0 -> s2
7407,s1 -> s1,s0 -> s4,s0 -> s2
7408,s2 -> s1,s0 -> s4,s0 -> s2
7409,s3 -> s1,s0 -> s4,s0 -> s2
7410,s4 -> s1,s0 -> s4,s0 -> s2
7411,s0 -> s2,s0 -> s4,s0 -> s2
7412,s1 -> s2,s0 -> s4,s0 -> s2
7413,s2 -> s2,s0 -> s4,s0 -> s2
7414,s3 -> s2,s0 -> s4,s0 -> s2
7415,s4 -> s2,s0 -> s4,s0 -> s2
7416,s0 -> s3,s0 -> s4,s0 -> s2
7417,s1 -> s3,s0 -> s4,s0 -> s2
7418,s2 -> s3,s0 -> s4,s0 -> s2
7419,s3 -> s3,s0 -> s4,s0 -> s2
7420,s4 -> s3,s0 -> s4,s0 -> s2
7421,s0 -> s4,s0 -> s4,s0 -> s2
7422,s1 -> s4,s0 -> s4,s0 -> s2
7423,s2 -> s4,s0 -> s4,s0 -> s2
7424,s3 -> s4,s0 -> s4,s0 -> s2
7425,s4 -> s4,s0 -> s4,s0 -> s2
7426,s0 -> s0,s1 -> s4,s0 -> s2
7427,s1 -> s0,s1 -> s4,s0 -> s2
7428,s2 -> s0,s1 -> s4,s0 -> s2
7429,s3 -> s0,s1 -> s4,s0 -> s2
7430,s4 -> s0,s1 -> s4,s0 -> s2
7431,s0 -> s1,s1 -> s4,s0 -> s2
7432,s1 -> s1,s1 -> s4,s0 -> s2
7433,s2 -> s1,s1 -> s4,s0 -> s2
7434,s3 -> s1,s1 -> s4,s0 -> s2
7435,s4 -> s1,s1 -> s4,s0 -> s2
7436,s0 -> s2,s1 -> s4,s0 -> s2
7437,s1 -> s2,s1 -> s4,s0 -> s2
7438,s2 -> s2,s1 -> s4,s0 -> s2
7439,s3 -> s2,s1 -> s4,s0 -> s2
7440,s4 -> s2,s1 -> s4,s0 -> s2
7441,s0 -> s3,s1 -> s4,s0 -> s2
7442,s1 -> s3,s1 -> s4,s0 -> s2
7443,s2 -> s3,s1 -> s4,s0 -> s2
7444,s3 -> s3,s1 -> s4,s0 -> s2
7445,s4 -> s3,s1 -> s4,s0 -> s2
7446,s0 -> s4,s1 -> s4,s0 -> s2
7447,s1 -> s4,s1 -> s4,s0 -> s2
7448,s2 -> s4,s1 -> s4,s0 -> s2
7449,s3 -> s4,s1 -> s4,s0 -> s2
7450,s4 -> s4,s1 -> s4,s0 -> s2
7451,s0 -> s0,s2 -> s4,s0 -> s2
7452,s1 -> s0,s2 -> s4,s0 -> s2
7453,s2 -> s0,s2 -> s4,s0 -> s2
7454,s3 -> s0,s2 -> s4,s0 -> s2
7455,s4 -> s0,s2 -> s4,s0 -> s2
7456,s0 -> s1,s2 -> s4,s0 -> s2
7457,s1 -> s1,s2 -> s4,s0 -> s2
7458,s2 -> s1,s2 -> s4,s0 -> s2
7459,s3 -> s1,s2 -> s4,s0 -> s2
7460,s4 -> s1,s2 -> s4,s0 -> s2
7461,s0 -> s2,s2 -> s4,s0 -> s2
7462,s1 -> s2,s2 -> s4,s0 -> s2
7463,s2 -> s2,s2 -> s4,s0 -> s2
7464,s3 -> s2,s2 -> s4,s0 -> s2
7465,s4 -> s2,s2 -> s4,s0 -> s2
7466,s0 -> s3,s2 -> s4,s0 -> s2
7467,s1 -> s3,s2 -> s4,s0 -> s2
7468,s2 -> s3,s2 -> s4,s0 -> s2
7469,s3 -> s3,s2 -> s4,s0 -> s2
7470,s4 -> s3,s2 -> s4,s0 -> s2
7471,s0 -> s4,s2 -> s4,s0 -> s2
7472,s1 -> s4,s2 -> s4,s0 -> s2
7473,s2 -> s4,s2 -> s4,s0 -> s2
7474,s3 -> s4,s2 -> s4,s0 -> s2
7475,s4 -> s4,s2 -> s4,s0 -> s2
7476,s0 -> s0,s3 -> s4,s0 -> s2
7477,s1 -> s0,s3 -> s4,s0 -> s2
7478,s2 -> s0,s3 -> s4,s0 -> s2
7479,s3 -> s0,s3 -> s4,s0 -> s2
7480,s4 -> s0,s3 -> s4,s0 -> s2
7481,s0 -> s1,s3 -> s4,s0 -> s2
7482,s1 -> s1,s3 -> s4,s0 -> s2
7483,s2 -> s1,s3 -> s4,s0 -> s2
7484,s3 -> s1,s3 -> s4,s0 -> s2
7485,s4 -> s1,s3 -> s4,s0 -> s2
7486,s0 -> s2,s3 -> s4,s0 -> s2
7487,s1 -> s2,s3 -> s4,s0 -> s2
7488,s2 -> s2,s3 -> s4,s0 -> s2
7489,s3 -> s2,s3 -> s4,s0 -> s2
7490,s4 -> s2,s3 -> s4,s0 -> s2
7491,s0 -> s3,s3 -> s4,s0 -> s2
7492,s1 -> s3,s3 -> s4,s0 -> s2
7493,s2 -> s3,s3 -> s4,s0 -> s2
7494,s3 -> s3,s3 -> s4,s0 -> s2
7495,s4 -> s3,s3 -> s4,s0 -> s2
7496,s0 -> s4,s3 -> s4,s0 -> s2
7497,s1 -> s4,s3 -> s4,s0 -> s2
7498,s2 -> s4,s3 -> s4,s0 -> s2
7499,s3 -> s4,s3 -> s4,s0 -> s2
7500,s4 -> s4,s3 -> s4,s0 -> s2
7501,s0 -> s0,s4 -> s4,s0 -> s2
7502,s1 -> s0,s4 -> s4,s0 -> s2
7503,s2 -> s0,s4 -> s4,s0 -> s2
7504,s3 -> s0,s4 -> s4,s0 -> s2
7505,s4 -> s0,s4 -> s4,s0 -> s2
7506,s0 -> s1,s4 -> s4,s0 -> s2
7507,s1 -> s1,s4 -> s4,s0 -> s2
7508,s2 -> s1,s4 -> s4,s0 -> s2
7509,s3 -> s1,s4 -> s4,s0 -> s2
7510,s4 -> s1,s4 -> s4,s0 -> s2
7511,s0 -> s2,s4 -> s4,s0 -> s2
7512,s1 -> s2,s4 -> s4,s0 -> s2
7513,s2 -> s2,s4 -> s4,s0 -> s2
7514,s3 -> s2,s4 -> s4,s0 -> s2
7515,s4 -> s2,s4 -> s4,s0 -> s2
7516,s0 -> s3,s4 -> s4,s0 -> s2
7517,s1 -> s3,s4 -> s4,s0 -> s2
7518,s2 -> s3,s4 -> s4,s0 -> s2
7519,s3 -> s3,s4 -> s4,s0 -> s2
7520,s4 -> s3,s4 -> s4,s0 -> s2
7521,s0 -> s4,s4 -> s4,s0 -> s2
7522,s1 -> s4,s4 -> s4,s0 -> s2
7523,s2 -> s4,s4 -> s4,s0 -> s2
7524,s3 -> s4,s4 -> s4,s0 -> s2
7525,s4 -> s4,s4 -> s4,s0 -> s2
7526,s0 -> s0,s0 -> s0,s1 -> s2
7527,s1 -> s0,s0 -> s0,s1 -> s2
7528,s2 -> s0,s0 -> s0,s1 -> s2
7529,s3 -> s0,s0 -> s0,s1 -> s2
7530,s4 -> s0,s0 -> s0,s1 -> s2
7531,s0 -> s1,s0 -> s0,s1 -> s2
7532,s1 -> s1,s0 -> s0,s1 -> s2
7533,s2 -> s1,s0 -> s0,s1 -> s2
7534,s3 -> s1,s0 -> s0,s1 -> s2
7535,s4 -> s1,s0 -> s0,s1 -> s2
7536,s0 -> s2,s0 -> s0,s1 -> s2
7537,s1 -> s2,s0 -> s0,s1 -> s2
7538,s2 -> s2,s0 -> s0,s1 -> s2
7539,s3 -> s2,s0 -> s0,s1 -> s2
7540,s4 -> s2,s0 -> s0,s1 -> s2
7541,s0 -> s3,s0 -> s0,s1 -> s2
7542,s1 -> s3,s0 -> s0,s1 -> s2
7543,s2 -> s3,s0 -> s0,s1 -> s2
7544,s3 -> s3,s0 -> s0,s1 -> s2
7545,s4 -> s3,s0 -> s0,s1 -> s2
7546,s0 -> s4,s0 -> s0,s1 -> s2
7547,s1 -> s4,s0 -> s0,s1 -> s2
7548,s2 -> s4,s0 -> s0,s1 -> s2
7549,s3 -> s4,s0 -> s0,s1 -> s2
7550,s4 -> s4,s0 -> s0,s1 -> s2
7551,s0 -> s0,s1 -> s0,s1 -> s2
7552,s1 -> s0,s1 -> s0,s1 -> s2
7553,s2 -> s0,s1 -> s0,s1 -> s2
7554,s3 -> s0,s1 -> s0,s1 -> s2
7555,s4 -> s0,s1 -> s0,s1 -> s2
7556,s0 -> s1,s1 -> s0,s1 -> s2
7557,s1 -> s1,s1 -> s0,s1 -> s2
7558,s2 -> s1,s1 -> s0,s1 -> s2
7559,s3 -> s1,s1 -> s0,s1 -> s2
7560,s4 -> s1,s1 -> s0,s1 -> s2
7561,s0 -> s2,s1 -> s0,s1 -> s2
7562,s1 -> s2,s1 -> s0,s1 -> s2
7563,s2 -> s2,s1 -> s0,s1 -> s2
7564,s3 -> s2,s1 -> s0,s1 -> s2
7565,s4 -> s2,s1 -> s0,s1 -> s2
7566,s0 -> s3,s1 -> s0,s1 -> s2
7567,s1 -> s3,s1 -> s0,s1 -> s2
7568,s2 -> s3,s1 -> s0,s1 -> s2
7569,s3 -> s3,s1 -> s0,s1 -> s2
7570,s4 -> s3,s1 -> s0,s1 -> s2
7571,s0 -> s4,s1 -> s0,s1 -> s2
7572,s1 -> s4,s1 -> s0,s1 -> s2
7573,s2 -> s4,s1 -> s0,s1 -> s2
7574,s3 -> s4,s1 -> s0,s1 -> s2
7575,s4 -> s4,s1 -> s0,s1 -> s2
7576,s0 -> s0,s2 -> s0,s1 -> s2
7577,s1 -> s0,s2 -> s0,s1 -> s2
7578,s2 -> s0,s2 -> s0,s1 -> s2
7579,s3 -> s0,s2 -> s0,s1 -> s2
7580,s4 -> s0,s2 -> s0,s1 -> s2
7581,s0 -> s1,s2 -> s0,s1 -> s2
7582,s1 -> s1,s2 -> s0,s1 -> s2
7583,s2 -> s1,s2 -> s0,s1 -> s2
7584,s3 -> s1,s2 -> s0,s1 -> s2
7585,s4 -> s1,s2 -> s0,s1 -> s2
7586,s0 -> s2,s2 -> s0,s1 -> s2
7587,s1 -> s2,s2 -> s0,s1 -> s2
7588,s2 -> s2,s2 -> s0,s1 -> s2
7589,s3 -> s2,s2 -> s0,s1 -> s2
7590,s4 -> s2,s2 -> s0,s1 -> s2
7591,s0 -> s3,s2 -> s0,s1 -> s2
7592,s1 -> s3,s2 -> s0,s1 -> s2
7593,s2 -> s3,s2 -> s0,s1 -> s2
7594,s3 -> s3,s2 -> s0,s1 -> s2
7595,s4 -> s3,s2 -> s0,s1 -> s2
7596,s0 -> s4,s2 -> s0,s1 -> s2
7597,s1 -> s4,s2 -> s0,s1 -> s2
7598,s2 -> s4,s2 -> s0,s1 -> s2
7599,s3 -> s4,s2 -> s0,s1 -> s2
7600,s4 -> s4,s2 -> s0,s1 -> s2
7601,s0 -> s0,s3 -> s0,s1 -> s2
7602,s1 -> s0,s3 -> s0,s1 -> s2
7603,s2 -> s0,s3 -> s0,s1 -> s2
7604,s3 -> s0,s3 -> s0,s1 -> s2
7605,s4 -> s0,s3 -> s0,s1 -> s2
7606,s0 -> s1,s3 -> s0,s1 -> s2
7607,s1 -> s1,s3 -> s0,s1 -> s2
7608,s2 -> s1,s3 -> s0,s1 -> s2
7609,s3 -> s1,s3 -> s0,s1 -> s2
7610,s4 -> s1,s3 -> s0,s1 -> s2
7611,s0 -> s2,s3 -> s0,s1 -> s2
7612,s1 -> s2,s3 -> s0,s1 -> s2
7613,s2 -> s2,s3 -> s0,s1 -> s2
7614,s3 -> s2,s3 -> s0,s1 -> s2
7615,s4 -> s2,s3 -> s0,s1 -> s2
7616,s0 -> s3,s3 -> s0,s1 -> s2
7617,s1 -> s3,s3 -> s0,s1 -> s2
7618,s2 -> s3,s3 -> s0,s1 -> s2
7619,s3 -> s3,s3 -> s0,s1 -> s2
7620,s4 -> s3,s3 -> s0,s1 -> s2
7621,s0 -> s4,s3 -> s0,s1 -> s2
7622,s1 -> s4,s3 -> s0,s1 -> s2
7623,s2 -> s4,s3 -> s0,s1 -> s2
7624,s3 -> s4,s3 -> s0,s1 -> s2
7625,s4 -> s4,s3 -> s0,s1 -> s2
7626,s0 -> s0,s4 -> s0,s1 -> s2
7627,s1 -> s0,s4 -> s0,s1 -> s2
7628,s2 -> s0,s4 -> s0,s1 -> s2
7629,s3 -> s0,s4 -> s0,s1 -> s2
7630,s4 -> s0,s4 -> s0,s1 -> s2
7631,s0 -> s1,s4 -> s0,s1 -> s2
7632,s1 -> s1,s4 -> s0,s1 -> s2
7633,s2 -> s1,s4 -> s0,s1 -> s2
7634,s3 -> s1,s4 -> s0,s1 -> s2
7635,s4 -> s1,s4 -> s0,s1 -> s2
7636,s0 -> s2,s4 -> s0,s1 -> s2
7637,s1 -> s2,s4 -> s0,s1 -> s2
7638,s2 -> s2,s4 -> s0,s1 -> s2
7639,s3 -> s2,s4 -> s0,s1 -> s2
7640,s4 -> s2,s4 -> s0,s1 -> s2
7641,s0 -> s3,s4 -> s0,s1 -> s2
7642,s1 -> s3,s4 -> s0,s1 -> s2
7643,s2 -> s3,s4 -> s0,s1 -> s2
7644,s3 -> s3,s4 -> s0,s1 -> s2
7645,s4 -> s3,s4 -> s0,s1 -> s2
7646,s0 -> s4,s4 -> s0,s1 -> s2
7647,s1 -> s4,s4 -> s0,s1 -> s2
7648,s2 -> s4,s4 -> s0,s1 -> s2
7649,s3 -> s4,s4 -> s0,s1 -> s2
7650,s4 -> s4,s4 -> s0,s1 -> s2
7651,s0 -> s0,s0 -> s1,s1 -> s2
7652,s1 -> s0,s0 -> s1,s1 -> s2
7653,s2 -> s0,s0 -> s1,s1 -> s2
7654,s3 -> s0,s0 -> s1,s1 -> s2
7655,s4 -> s0,s0 -> s1,s1 -> s2
7656,s0 -> s1,s0 -> s1,s1 -> s2
7657,s1 -> s1,s0 -> s1,s1 -> s2
7658,s2 -> s1,s0 -> s1,s1 -> s2
7659,s3 -> s1,s0 -> s1,s1 -> s2
7660,s4 -> s1,s0 -> s1,s1 -> s2
7661,s0 -> s2,s0 -> s1,s1 -> s2
7662,s1 -> s2,s0 -> s1,s1 -> s2
7663,s2 -> s2,s0 -> s1,s1 -> s2
7664,s3 -> s2,s0 -> s1,s1 -> s2
7665,s4 -> s2,s0 -> s1,s1 -> s2
7666,s0 -> s3,s0 -> s1,s1 -> s2
7667,s1 -> s3,s0 -> s1,s1 -> s2
7668,s2 -> s3,s0 -> s1,s1 -> s2
7669,s3 -> s3,s0 -> s1,s1 -> s2
7670,s4 -> s3,s0 -> s1,s1 -> s2
7671,s0 -> s4,s0 -> s1,s1 -> s2
7672,s1 -> s4,s0 -> s1,s1 -> s2
7673,s2 -> s4,s0 -> s1,s1 -> s2
7674,s3 -> s4,s0 -> s1,s1 -> s2
7675,s4 -> s4,s0 -> s1,s1 -> s2
7676,s0 -> s0,s1 -> s1,s1 -> s2
7677,s1 -> s0,s1 -> s1,s1 -> s2
7678,s2 -> s0,s1 -> s1,s1 -> s2
7679,s3 -> s0,s1 -> s1,s1 -> s2
7680,s4 -> s0,s1 -> s1,s1 -> s2
7681,s0 -> s1,s1 -> s1,s1 -> s2
7682,s1 -> s1,s1 -> s1,s1 -> s2
7683,s2 -> s1,s1 -> s1,s1 -> s2
7684,s3 -> s1,s1 -> s1,s1 -> s2
7685,s4 -> s1,s1 -> s1,s1 -> s2
7686,s0 -> s2,s1 -> s1,s1 -> s2
7687,s1 -> s2,s1 -> s1,s1 -> s2
7688,s2 -> s2,s1 -> s1,s1 -> s2
7689,s3 -> s2,s1 -> s1,s1 -> s2
7690,s4 -> s2,s1 -> s1,s1 -> s2
7691,s0 -> s3,s1 -> s1,s1 -> s2
7692,s1 -> s3,s1 -> s1,s1 -> s2
7693,s2 -> s3,s1 -> s1,s1 -> s2
7694,s3 -> s3,s1 -> s1,s1 -> s2
7695,s4 -> s3,s1 -> s1,s1 -> s2
7696,s0 -> s4,s1 -> s1,s1 -> s2
7697,s1 -> s4,s1 -> s1,s1 -> s2
7698,s2 -> s4,s1 -> s1,s1 -> s2
7699,s3 -> s4,s1 -> s1,s1 -> s2
7700,s4 -> s4,s1 -> s1,s1 -> s2
7701,s0 -> s0,s2 -> s1,s1 -> s2
7702,s1 -> s0,s2 -> s1,s1 -> s2
7703,s2 -> s0,s2 -> s1,s1 -> s2
7704,s3 -> s0,s2 -> s1,s1 -> s2
7705,s4 -> s0,s2 -> s1,s1 -> s2
7706,s0 -> s1,s2 -> s1,s1 -> s2
7707,s1 -> s1,s2 -> s1,s1 -> s2
7708,s2 -> s1,s2 -> s1,s1 -> s2
7709,s3 -> s1,s2 -> s1,s1 -> s2
7710,s4 -> s1,s2 -> s1,s1 -> s2
7711,s0 -> s2,s2 -> s1,s1 -> s2
7712,s1 -> s2,s2 -> s1,s1 -> s2
7713,s2 -> s2,s2 -> s1,s1 -> s2
7714,s3 -> s2,s2 -> s1,s1 -> s2
7715,s4 -> s2,s2 -> s1,s1 -> s2
7716,s0 -> s3,s2 -> s1,s1 -> s2
7717,s1 -> s3,s2 -> s1,s1 -> s2
7718,s2 -> s3,s2 -> s1,s1 -> s2
7719,s3 -> s3,s2 -> s1,s1 -> s2
7720,s4 -> s3,s2 -> s1,s1 -> s2
7721,s0 -> s4,s2 -> s1,s1 -> s2
7722,s1 -> s4,s2 -> s1,s1 -> s2
7723,s2 -> s4,s2 -> s1,s1 -> s2
7724,s3 -> s4,s2 -> s1,s1 -> s2
7725,s4 -> s4,s2 -> s1,s1 -> s2
7726,s0 -> s0,s3 -> s1,s1 -> s2
7727,s1 -> s0,s3 -> s1,s1 -> s2
7728,s2 -> s0,s3 -> s1,s1 -> s2
7729,s3 -> s0,s3 -> s1,s1 -> s2
7730,s4 -> s0,s3 -> s1,s1 -> s2
7731,s0 -> s1,s3 -> s1,s1 -> s2
7732,s1 -> s1,s3 -> s1,s1 -> s2
7733,s2 -> s1,s3 -> s1,s1 -> s2
7734,s3 -> s1,s3 -> s1,s1 -> s2
7735,s4 -> s1,s3 -> s1,s1 -> s2
7736,s0 -> s2,s3 -> s1,s1 -> s2
7737,s1 -> s2,s3 -> s1,s1 -> s2
7738,s2 -> s2,s3 -> s1,s1 -> s2
7739,s3 -> s2,s3 -> s1,s1 -> s2
7740,s4 -> s2,s3 -> s1,s1 -> s2
7741,s0 -> s3,s3 -> s1,s1 -> s2
7742,s1 -> s3,s3 -> s1,s1 -> s2
7743,s2 -> s3,s3 -> s1,s1 -> s2
7744,s3 -> s3,s3 -> s1,s1 -> s2
7745,s4 -> s3,s3 -> s1,s1 -> s2
7746,s0 -> s4,s3 -> s1,s1 -> s2
7747,s1 -> s4,s3 -> s1,s1 -> s2
7748,s2 -> s4,s3 -> s1,s1 -> s2
7749,s3 -> s4,s3 -> s1,s1 -> s2
7750,s4 -> s4,s3 -> s1,s1 -> s2
7751,s0 -> s0,s4 -> s1,s1 -> s2
7752,s1 -> s0,s4 -> s1,s1 -> s2
7753,s2 -> s0,s4 -> s1,s1 -> s2
7754,s3 -> s0,s4 -> s1,s1 -> s2
7755,s4 -> s0,s4 -> s1,s1 -> s2
7756,s0 -> s1,s4 -> s1,s1 -> s2
7757,s1 -> s1,s4 -> s1,s1 -> s2
7758,s2 -> s1,s4 -> s1,s1 -> s2
7759,s3 -> s1,s4 -> s1,s1 -> s2
7760,s4 -> s1,s4 -> s1,s1 -> s2
7761,s0 -> s2,s4 -> s1,s1 -> s2
7762,s1 -> s2,s4 -> s1,s1 -> s2
7763,s2 -> s2,s4 -> s1,s1 -> s2
7764,s3 -> s2,s4 -> s1,s1 -> s2
7765,s4 -> s2,s4 -> s1,s1 -> s2
7766,s0 -> s3,s4 -> s1,s1 -> s2
7767,s1 -> s3,s4 -> s1,s1 -> s2
7768,s2 -> s3,s4 -> s1,s1 -> s2
7769,s3 -> s3,s4 -> s1,s1 -> s2
7770,s4 -> s3,s4 -> s1,s1 -> s2
7771,s0 -> s4,s4 -> s1,s1 -> s2
7772,s1 -> s4,s4 -> s1,s1 -> s2
7773,s2 -> s4,s4 -> s1,s1 -> s2
7774,s3 -> s4,s4 -> s1,s1 -> s2
7775,s4 -> s4,s4 -> s1,s1 -> s2
7776,s0 -> s0,s0 -> s2,s1 -> s2
7777,s1 -> s0,s0 -> s2,s1 -> s2
7778,s2 -> s0,s0 -> s2,s1 -> s2
7779,s3 -> s0,s0 -> s2,s1 -> s2
7780,s4 -> s0,s0 -> s2,s1 -> s2
7781,s0 -> s1,s0 -> s2,s1 -> s2
7782,s1 -> s1,s0 -> s2,s1 -> s2
7783,s2 -> s1,s0 -> s2,s1 -> s2
7784,s3 -> s1,s0 -> s2,s1 -> s2
7785,s4 -> s1,s0 -> s2,s1 -> s2
7786,s0 -> s2,s0 -> s2,s1 -> s2
7787,s1 -> s2,s0 -> s2,s1 -> s2
7788,s2 -> s2,s0 -> s2,s1 -> s2
7789,s3 -> s2,s0 -> s2,s1 -> s2
7790,s4 -> s2,s0 -> s2,s1 -> s2
